Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
0.996308458,0.60%,1.60%,70,29.60%,22.80%,51,-20.30%,10.90%,43.5,-4.5,-24.5,$183K,5.80%,17.50%,72,9.10%,28.60%,4/30/2014,All Residential,"Portland, OR - Centennial"
0.979372813,0.20%,0.90%,109,16.00%,45.30%,68,4.60%,-10.50%,22,0,-33,$425K,-1.20%,0.00%,128,13.30%,73.00%,6/30/2013,All Residential,"Portland, OR - Northwest District"
0.9833211,-0.30%,2.90%,19,26.70%,11.80%,10,-33.30%,-61.50%,8,-35,-119.5,$612K,-12.60%,-1.30%,23,0.00%,-14.80%,5/31/2014,All Residential,"Portland, OR - Hillside"
1.008933256,-1.00%,0.10%,20,17.60%,25.00%,11,-26.70%,-52.20%,20,10,-1,$206K,-1.10%,31.40%,26,18.20%,4.00%,4/30/2013,All Residential,"Portland, OR - Madison South"
0.989965096,1.10%,-1.80%,13,-31.60%,-45.80%,10,11.10%,25.00%,41,-26,8.5,$321K,3.50%,15.70%,15,50.00%,7.10%,2/28/2014,All Residential,"Portland, OR - South Tabor"
1.000910531,0.70%,2.70%,16,0.00%,-48.40%,7,-53.30%,-73.10%,17,-6,-42,$336K,0.30%,26.80%,19,-24.00%,-29.60%,12/31/2012,All Residential,"Portland, OR - King"
0.993591128,1.00%,1.10%,10,-16.70%,-16.70%,7,16.70%,-46.20%,7,-32,-63,$313K,0.00%,40.40%,11,0.00%,0.00%,5/31/2012,All Residential,"Portland, OR - Kerns"
1.000232694,1.70%,-3.70%,11,-21.40%,-8.30%,6,-45.50%,-50.00%,8,-49.5,-22.5,$346K,14.20%,1.50%,17,41.70%,-5.60%,3/31/2014,All Residential,"Portland, OR - North Tabor"
0.996278318,1.00%,0.90%,18,0.00%,-10.00%,13,8.30%,-38.10%,23,-3,-8,$222K,8.50%,22.10%,13,-23.50%,-27.80%,7/31/2014,All Residential,"Portland, OR - Parkrose"
1.001716073,2.60%,4.40%,16,0.00%,128.60%,7,-12.50%,-63.20%,21,-53,-79.5,$286K,1.60%,-9.20%,12,-25.00%,-20.00%,6/30/2012,All Residential,"Portland, OR - Markham"
0.9724855,-1.30%,-1.00%,7,16.70%,-22.20%,8,14.30%,60.00%,246,108,168.5,$175K,-0.70%,-5.40%,8,14.30%,300.00%,12/31/2013,All Residential,"Portland, OR - Glenfair"
0.997089083,0.60%,1.90%,45,40.60%,55.20%,29,7.40%,-9.40%,29.5,-41,-26,$405K,22.00%,-2.60%,46,35.30%,2.20%,5/31/2013,All Residential,"Portland, OR - Hillsdale"
1.020417977,0.60%,1.60%,25,38.90%,19.00%,10,-9.10%,42.90%,8,1.5,2,$468K,-7.80%,21.60%,30,11.10%,57.90%,11/30/2016,All Residential,"Portland, OR - Center"
0.978344545,-0.20%,1.00%,17,-5.60%,-5.60%,16,6.70%,-15.80%,35.5,-18.5,-34.5,$200K,19.00%,-12.60%,13,-18.80%,8.30%,10/31/2012,All Residential,"Portland, OR - Argay"
0.926629685,0.50%,-6.00%,6,20.00%,-45.50%,11,10.00%,22.20%,65.5,-14.5,25.5,$281K,16.10%,-7.60%,10,25.00%,-16.70%,5/31/2012,All Residential,"Portland, OR - Brooklyn"
0.98459997,-0.80%,-0.60%,18,-14.30%,80.00%,15,-16.70%,87.50%,33,12,1,$340K,-8.10%,39.40%,19,-20.80%,111.10%,10/31/2013,All Residential,"Portland, OR - North Tabor"
1.009218323,-0.60%,0.30%,24,14.30%,84.60%,5,0.00%,-16.70%,6,0,-2,$453K,-7.60%,1.40%,16,-33.30%,6.70%,8/31/2017,All Residential,"Portland, OR - Markham"
0.992355985,0.10%,1.60%,42,-4.50%,20.00%,25,-10.70%,-35.90%,20,2,-19.5,$266K,8.40%,12.10%,57,16.30%,72.70%,10/31/2012,All Residential,"Portland, OR - Woodstock"
0.997288719,0.70%,-1.80%,25,31.60%,-7.40%,15,0.00%,-6.30%,26.5,-2.5,2,$222K,-9.40%,11.80%,24,9.10%,-22.60%,10/31/2014,All Residential,"Portland, OR - Madison South"
1.043737977,-1.10%,4.10%,78,-10.30%,-23.50%,63,8.60%,75.00%,9,-1,-5.5,$279K,5.20%,17.60%,99,-8.30%,4.20%,10/31/2016,All Residential,"Portland, OR - Lents"
1.012411825,-0.10%,-1.00%,19,26.70%,26.70%,4,-20.00%,-42.90%,7.5,3,1.5,$445K,13.80%,21.90%,20,-9.10%,81.80%,6/30/2014,All Residential,"Portland, OR - Boise"
1.00825984,0.20%,-7.00%,15,-21.10%,87.50%,7,40.00%,40.00%,26.5,-5,20.5,$261K,4.20%,37.40%,17,183.30%,70.00%,2/28/2017,All Residential,"Portland, OR - Lents-Powellhurst-Gilbert"
0.975283992,2.90%,-3.00%,16,45.50%,14.30%,9,125.00%,-50.00%,54,-41,-25,$326K,2.80%,40.20%,12,-7.70%,-7.70%,4/30/2012,All Residential,"Portland, OR - Eliot"
0.983424949,-0.60%,-0.10%,44,-8.30%,2.30%,36,-2.70%,89.50%,28,3.5,0,$397K,21.10%,6.10%,38,-20.80%,11.80%,10/31/2016,All Residential,"Portland, OR - Downtown Portland"
0.982914657,1.80%,3.30%,7,-36.40%,-36.40%,15,36.40%,7.10%,115,-8,-40,"$1,185K",-5.20%,-5.20%,7,0.00%,16.70%,1/31/2016,All Residential,"Portland, OR - Dunthorpe"
1.017588782,0.30%,4.30%,15,50.00%,-11.80%,18,-5.30%,-10.00%,28.5,5.5,-144,"$1,475K",1.90%,48.60%,11,0.00%,10.00%,8/31/2016,All Residential,"Portland, OR - Dunthorpe"
0.995368815,-0.10%,2.00%,13,-13.30%,-18.80%,10,11.10%,11.10%,31.5,0,-22.5,$365K,0.00%,12.00%,15,0.00%,25.00%,4/30/2013,All Residential,"Portland, OR - Eliot"
0.993171344,1.30%,0.40%,13,-7.10%,8.30%,6,-25.00%,-25.00%,6,-30,-1,$445K,1.80%,23.70%,13,0.00%,-7.10%,3/31/2014,All Residential,"Portland, OR - Buckman"
1.011308178,-0.30%,-0.50%,26,8.30%,4.00%,7,-41.70%,0.00%,10,3,2,$327K,-1.50%,31.00%,16,-42.90%,-23.80%,12/31/2016,All Residential,"Portland, OR - Madison South"
0.990856192,0.50%,0.20%,2388,22.60%,-4.90%,6565,0.60%,8.20%,48,-14,-5,$265K,0.00%,8.20%,3045,36.40%,8.20%,3/31/2014,All Residential,"Portland, OR metro area"
0.975192251,0.40%,1.20%,6,20.00%,100.00%,9,12.50%,28.60%,66,-7,-27,$699K,16.20%,-26.40%,6,50.00%,20.00%,2/28/2015,All Residential,"Portland, OR - Sylvan-Highlands"
1.022569294,-0.20%,-2.10%,57,9.60%,-8.10%,20,5.30%,-25.90%,6.5,-0.5,-1.5,$375K,0.00%,26.70%,52,-7.10%,-16.10%,8/31/2016,All Residential,"Portland, OR - Cully"
0.998727555,2.10%,-1.00%,8,60.00%,-20.00%,2,-33.30%,-50.00%,10.5,-8.5,-10.5,$395K,-7.10%,-1.40%,17,41.70%,142.90%,6/30/2015,All Residential,"Portland, OR - Crestwood"
1.003705958,-1.70%,0.20%,11,10.00%,22.20%,4,-20.00%,-55.60%,10,-1,-25,$527K,25.10%,13.80%,17,30.80%,13.30%,4/30/2018,All Residential,"Portland, OR - Maplewood"
1.021808192,-1.00%,-1.40%,8,-20.00%,-52.90%,10,42.90%,400.00%,19.5,-3.5,12.5,$458K,-15.70%,-8.40%,6,0.00%,-33.30%,1/31/2017,All Residential,"Portland, OR - Buckman"
0.992320431,1.90%,0.70%,20,53.80%,0.00%,11,83.30%,-31.30%,97,29,-1,$519K,40.20%,7.50%,17,88.90%,6.30%,3/31/2016,All Residential,"Portland, OR - Arnold Creek"
1.046672434,5.40%,5.90%,9,-18.20%,-10.00%,4,100.00%,33.30%,14,-42,-33,$377K,8.80%,25.10%,11,120.00%,83.30%,8/31/2012,All Residential,"Portland, OR - Vernon"
0.994430877,0.50%,2.30%,12,-33.30%,-20.00%,16,0.00%,-20.00%,49.5,3.5,-53.5,"$1,003K",14.90%,61.60%,7,-41.70%,0.00%,12/31/2016,All Residential,"Portland, OR - Forest Highlands"
0.979998389,-0.50%,-0.70%,28,3.70%,47.40%,19,-24.00%,171.40%,23.5,3.5,-16.5,$225K,-3.10%,-13.00%,23,-28.10%,109.10%,11/30/2014,All Residential,"Portland, OR - Argay"
0.981139882,-0.30%,0.80%,1704,-23.90%,12.00%,6265,-1.60%,-26.90%,70,3,-16,$236K,0.60%,17.80%,2096,72.90%,4.40%,1/31/2013,All Residential,"Portland, OR metro area"
0.973026123,-0.40%,0.90%,61,13.00%,-14.10%,64,6.70%,-40.70%,74,14.5,-13,$129K,-0.80%,-5.50%,57,16.30%,-5.00%,5/31/2012,All Residential,"Portland, OR - Centennial"
0.95127816,1.00%,0.20%,3,50.00%,-75.00%,26,-3.70%,4.00%,310,-261.5,187.5,$258K,67.50%,23.20%,9,12.50%,-25.00%,4/30/2012,All Residential,"Portland, OR - Hayden Island"
1.098563649,-2.20%,12.20%,14,7.70%,0.00%,7,-30.00%,0.00%,60,49,-3,$215K,-9.40%,5.30%,5,-50.00%,-37.50%,1/31/2014,All Residential,"Portland, OR - Russell"
0.986476317,0.50%,2.50%,17,-29.20%,-19.00%,18,-14.30%,-28.00%,70,27,46.5,$756K,16.30%,49.70%,22,0.00%,15.80%,10/31/2013,All Residential,"Portland, OR - Hillside"
0.997504995,-1.70%,-4.60%,19,-5.00%,58.30%,9,-25.00%,28.60%,35,3.5,15,$532K,-11.30%,-3.30%,15,-34.80%,7.10%,11/30/2017,All Residential,"Portland, OR - Buckman"
0.989684051,0.60%,0.40%,13,0.00%,225.00%,12,9.10%,-7.70%,18.5,0.5,-74,$156K,0.00%,0.20%,10,-9.10%,42.90%,1/31/2013,All Residential,"Portland, OR - Lents-Powellhurst-Gilbert"
0.999189234,0.90%,-2.10%,11,-26.70%,-54.20%,9,28.60%,28.60%,46,6,35,$405K,-9.90%,-8.20%,11,-15.40%,-52.20%,12/31/2017,All Residential,"Portland, OR - Center"
1.004349892,-1.70%,3.60%,16,-11.10%,14.30%,12,0.00%,50.00%,6,-17,-73,$248K,-20.40%,3.20%,24,9.10%,118.20%,5/31/2013,All Residential,"Portland, OR - North Tabor"
0.993986806,0.00%,-0.20%,33,13.80%,-23.30%,21,10.50%,75.00%,19,1.5,-3,$599K,-5.80%,9.60%,23,-34.30%,-17.90%,8/31/2014,All Residential,"Portland, OR - Alameda"
0.998587256,0.80%,-4.30%,16,0.00%,33.30%,17,30.80%,21.40%,9.5,1.5,-32,$230K,-3.00%,11.80%,21,5.00%,61.50%,9/30/2014,All Residential,"Portland, OR - Russell"
0.944404347,0.30%,-6.30%,7,0.00%,-22.20%,8,0.00%,-20.00%,28.5,-11.5,-97.5,$169K,0.00%,-6.10%,10,11.10%,42.90%,6/30/2013,All Residential,"Portland, OR - Glenfair"
0.972288259,0.90%,0.60%,6,100.00%,100.00%,5,-28.60%,25.00%,80.5,-12.5,-34.5,$610K,-35.80%,52.40%,5,0.00%,0.00%,3/31/2014,All Residential,"Portland, OR - Sylvan-Highlands"
1.020481505,1.70%,1.90%,169,25.20%,7.00%,73,0.00%,-24.70%,7,-9,-5,$330K,1.50%,8.20%,214,16.30%,5.90%,4/30/2015,All Residential,"Portland, OR - Central Northeast Portland"
0.980594171,-1.00%,0.30%,7,-30.00%,-30.00%,5,-16.70%,-50.00%,148,91,70,$225K,-1.60%,3.50%,2,-33.30%,-60.00%,12/31/2012,All Residential,"Portland, OR - Sullivan's Gulch"
0.962264352,0.00%,1.80%,21,0.00%,-8.70%,25,0.00%,13.60%,21.5,-2,-34.5,$494K,-2.20%,24.30%,15,-21.10%,15.40%,11/30/2012,All Residential,"Portland, OR - Hillside"
0.973798568,-0.20%,1.10%,79,0.00%,17.90%,96,0.00%,-11.10%,77.5,-11,-27.5,$143K,0.60%,1.80%,70,-5.40%,9.40%,6/30/2012,All Residential,"Portland, OR - Powellhurst-Gilbert"
1.013436037,0.70%,1.30%,25,-16.70%,-19.40%,9,-18.20%,-60.90%,14,1,-41.5,$315K,-0.80%,31.60%,18,-14.30%,-18.20%,8/31/2012,All Residential,"Portland, OR - King"
0.987690673,-2.60%,2.40%,12,-7.70%,20.00%,3,0.00%,0.00%,8,1,-4.5,$553K,4.40%,14.20%,5,-44.40%,-58.30%,6/30/2016,All Residential,"Portland, OR - Marshall Park"
1.030356559,1.40%,2.10%,90,-1.10%,11.10%,38,52.00%,5.60%,9,-9,-4.5,$245K,2.10%,20.50%,99,11.20%,7.60%,5/31/2016,All Residential,"Portland, OR - Centennial"
1.016061733,1.50%,3.00%,14,-12.50%,27.30%,9,-10.00%,28.60%,5,0,-8,$398K,14.40%,10.40%,18,-10.00%,50.00%,5/31/2015,All Residential,"Portland, OR - Collins View"
1.046139098,3.60%,8.10%,7,-30.00%,16.70%,15,-16.70%,-50.00%,117,90,-40,$105K,2.40%,-41.00%,10,66.70%,0.00%,3/31/2012,All Residential,"Portland, OR - Parkrose"
1.001474859,0.00%,1.30%,30,11.10%,15.40%,13,8.30%,30.00%,11.5,3.5,-43.5,$226K,1.10%,7.30%,36,5.90%,100.00%,6/30/2014,All Residential,"Portland, OR - Madison South"
0.978543481,2.50%,-0.50%,13,-23.50%,0.00%,13,-7.10%,-23.50%,190,129,103.5,$237K,30.20%,28.10%,9,-30.80%,-10.00%,12/31/2015,All Residential,"Portland, OR - Hayden Island"
1.000409886,-1.10%,-7.70%,14,0.00%,-12.50%,4,0.00%,33.30%,22,16,9,$325K,3.80%,16.30%,12,33.30%,9.10%,2/28/2018,All Residential,"Portland, OR - Sumner"
1.044645344,0.20%,3.40%,211,11.60%,1.40%,57,39.00%,-37.40%,6,-1,-3,$500K,0.00%,21.20%,211,2.90%,-0.50%,7/31/2015,All Residential,"Portland, OR - Hawthorne District"
0.996622152,-0.10%,0.60%,47,11.90%,9.30%,23,-4.20%,-48.90%,11.5,-0.5,-5.5,$329K,-1.30%,9.70%,52,-1.90%,-23.50%,6/30/2014,All Residential,"Portland, OR - Ashcreek"
0.992263384,-1.90%,-4.10%,9,0.00%,50.00%,7,-30.00%,-22.20%,32,16,14,$305K,-4.40%,-10.00%,9,-18.20%,-10.00%,8/31/2014,All Residential,"Portland, OR - Far Southwest"
0.974403102,0.00%,1.80%,41,-21.20%,28.10%,44,-6.40%,-21.40%,99.5,23,32.5,$580K,-0.40%,6.20%,23,-17.90%,-8.00%,1/31/2013,All Residential,"Portland, OR - Southwest Hills"
1.031301768,0.10%,-1.30%,182,0.60%,-10.30%,70,-11.40%,9.40%,8,1,1,$550K,2.00%,8.90%,206,-4.20%,10.20%,8/31/2016,All Residential,"Portland, OR - Hawthorne District"
0.98411215,0.10%,1.40%,2240,0.80%,8.60%,6364,-6.80%,-26.70%,67,12,-17,$235K,0.00%,13.00%,1212,-24.70%,-13.40%,12/31/2012,All Residential,"Portland, OR metro area"
1.036699628,0.10%,-1.20%,80,29.00%,11.10%,33,37.50%,26.90%,8,-1,1.5,$308K,-5.20%,9.80%,84,15.10%,-11.60%,5/31/2017,All Residential,"Portland, OR - Brentwood-Darlington"
1.012225309,1.70%,0.70%,45,7.10%,25.00%,8,14.30%,-74.20%,5,-22,-9,$445K,-0.20%,4.70%,47,46.90%,-14.50%,3/31/2015,All Residential,"Portland, OR - Richmond"
1.027083924,0.50%,1.30%,23,-14.80%,-4.20%,10,-23.10%,-9.10%,15,0,5,$400K,-2.40%,-2.40%,18,-18.20%,-14.30%,1/31/2017,All Residential,"Portland, OR - Arbor Lodge"
0.989244328,-0.20%,5.10%,29,20.80%,45.00%,25,4.20%,4.20%,45,0,-20.5,$174K,23.90%,6.10%,25,-13.80%,31.60%,7/31/2012,All Residential,"Portland, OR - Madison South"
0.99047619,3.40%,-1.00%,3,-50.00%,200.00%,5,0.00%,-28.60%,5,-92,-83,$388K,6.60%,49.10%,6,50.00%,50.00%,2/28/2015,All Residential,"Portland, OR - Marshall Park"
0.988529278,-0.60%,0.50%,16,45.50%,6.70%,17,0.00%,13.30%,17,-14,4,$901K,36.60%,12.70%,27,35.00%,-18.20%,5/31/2017,All Residential,"Portland, OR - Hillside"
0.936435521,-3.30%,-3.40%,8,-11.10%,0.00%,3,-40.00%,-78.60%,62,8,-38,$285K,-1.70%,15.20%,2,-50.00%,-83.30%,1/31/2014,All Residential,"Portland, OR - Collins View"
1.01159397,-1.00%,0.00%,6,50.00%,20.00%,12,0.00%,200.00%,53,22.5,48,$612K,0.00%,-15.60%,5,-44.40%,-16.70%,8/31/2014,All Residential,"Portland, OR - Sylvan-Highlands"
0.991255337,0.30%,1.50%,44,4.80%,15.80%,28,0.00%,-24.30%,18,0.5,-23,$245K,0.00%,-5.10%,49,-7.50%,25.60%,9/30/2012,All Residential,"Portland, OR - Woodstock"
1.015802186,2.30%,-1.40%,15,-16.70%,-37.50%,5,-50.00%,-50.00%,16,1,-8,$291K,28.80%,14.10%,19,35.70%,-5.00%,3/31/2015,All Residential,"Portland, OR - Cathedral Park"
0.994797344,-1.30%,-3.60%,33,6.50%,32.00%,13,-18.80%,-18.80%,15,2,8,$342K,2.10%,3.60%,36,-12.20%,2.90%,10/31/2017,All Residential,"Portland, OR - Madison South"
0.981399714,-0.80%,-0.20%,57,14.00%,-3.40%,53,6.00%,20.50%,55,24.5,-1,$176K,4.80%,17.30%,45,-15.10%,-8.20%,2/28/2014,All Residential,"Portland, OR - Lents"
1.047169566,1.50%,5.20%,43,-15.70%,26.50%,11,83.30%,-50.00%,11,3,-13,$315K,0.00%,14.50%,33,-5.70%,-8.30%,3/31/2016,All Residential,"Portland, OR - Cully"
0.987998449,-0.40%,-1.40%,21,-4.50%,50.00%,25,-13.80%,78.60%,42,-14.5,11.5,$250K,-1.00%,-10.70%,29,-14.70%,61.10%,8/31/2017,All Residential,"Portland, OR - Hayden Island"
0.901605719,-3.20%,-7.50%,4,100.00%,-33.30%,4,33.30%,-42.90%,9,-18,-102,$146K,-35.80%,-6.30%,5,150.00%,25.00%,6/30/2012,All Residential,"Portland, OR - East Columbia"
1.00802687,0.20%,0.20%,7,16.70%,-61.10%,4,0.00%,0.00%,38,0,0,$299K,-1.30%,-0.30%,3,0.00%,-40.00%,1/31/2018,All Residential,"Portland, OR - Glenfair"
0.983398521,0.30%,-2.50%,20,-13.00%,0.00%,12,100.00%,33.30%,26,-1,7,$494K,-14.00%,-1.30%,19,58.30%,46.20%,2/28/2018,All Residential,"Portland, OR - Hosford-Abernethy"
1.029582095,-1.10%,-2.00%,33,-17.50%,-45.90%,18,28.60%,20.00%,7,1,-0.5,$510K,-3.80%,0.00%,38,-9.50%,-7.30%,8/31/2016,All Residential,"Portland, OR - Mount Tabor"
0.996978716,0.60%,1.40%,14,-12.50%,-12.50%,7,-50.00%,-41.70%,14.5,-0.5,-11.5,$236K,1.20%,13.60%,14,16.70%,7.70%,1/31/2014,All Residential,"Portland, OR - Cathedral Park"
1.011679376,3.00%,3.80%,11,22.20%,83.30%,6,-25.00%,-40.00%,100.5,-3,-33,$540K,2.80%,31.90%,11,10.00%,22.20%,5/31/2015,All Residential,"Portland, OR - Sylvan-Highlands"
0.992382278,-0.40%,0.10%,11,-26.70%,-38.90%,4,33.30%,33.30%,10,-4.5,-7,$420K,0.00%,27.20%,6,20.00%,-68.40%,2/29/2016,All Residential,"Portland, OR - Center"
0.997666419,0.60%,1.50%,199,-16.00%,28.40%,172,-7.00%,-27.10%,28,-6,-34,$225K,0.00%,4.70%,158,-11.70%,-7.10%,1/31/2013,All Residential,"Portland, OR - North Portland"
0.993503423,-0.10%,0.80%,3500,7.10%,38.70%,7791,7.50%,-4.10%,23,3,-19,$270K,3.80%,14.90%,3597,-0.90%,31.40%,7/31/2013,All Residential,"Portland, OR metro area"
0.998147766,-0.70%,-0.10%,51,2.00%,75.90%,12,20.00%,-29.40%,8.5,1.5,-3.5,$456K,2.10%,19.40%,45,-13.50%,21.60%,7/31/2013,All Residential,"Portland, OR - Beaumont-Wilshire"
1.000704732,-1.30%,-5.40%,12,33.30%,-20.00%,2,100.00%,0.00%,13,-14,2,$426K,6.50%,-0.90%,11,10.00%,-26.70%,3/31/2017,All Residential,"Portland, OR - Brooklyn"
0.997246817,0.10%,1.00%,42,68.00%,7.70%,24,0.00%,-35.10%,12,0,-5,$334K,2.90%,11.20%,53,17.80%,-7.00%,5/31/2014,All Residential,"Portland, OR - Ashcreek"
0.996505434,-0.50%,-0.80%,19,-5.00%,0.00%,8,-11.10%,0.00%,22,16,0,$585K,8.00%,10.60%,18,-14.30%,38.50%,1/31/2018,All Residential,"Portland, OR - Beaumont-Wilshire"
0.989877896,-0.30%,2.30%,167,9.20%,-6.20%,214,-1.40%,-31.00%,60,6,-48.5,$203K,1.80%,10.50%,191,14.40%,2.70%,3/31/2012,All Residential,"Portland, OR - North Portland"
0.999917601,1.20%,-1.30%,13,-40.90%,-23.50%,10,233.30%,-9.10%,29,1,13,$527K,2.60%,8.70%,17,88.90%,-34.60%,3/31/2018,All Residential,"Portland, OR - Hayhurst"
0.930846028,-0.90%,1.90%,8,-20.00%,14.30%,16,14.30%,-30.40%,189,0,72,$211K,12.30%,7.40%,8,33.30%,-27.30%,1/31/2012,All Residential,"Portland, OR - Argay"
1.013507024,1.60%,4.10%,12,-7.70%,33.30%,4,-20.00%,-55.60%,8,-11,-16,$267K,-26.00%,48.10%,13,0.00%,18.20%,9/30/2015,All Residential,"Portland, OR - Sullivan's Gulch"
0.933641853,3.70%,5.40%,4,0.00%,-33.30%,26,-13.30%,0.00%,117,,-92,"$1,096K",-17.50%,3.20%,7,40.00%,16.70%,2/29/2012,All Residential,"Portland, OR - Dunthorpe"
0.985276772,2.20%,4.40%,9,-30.80%,350.00%,15,-25.00%,-44.40%,201,148,-370.5,$195K,0.00%,26.80%,12,0.00%,50.00%,3/31/2013,All Residential,"Portland, OR - Hayden Island"
0.991720807,0.70%,1.30%,20,-9.10%,-35.50%,15,-6.30%,-16.70%,22.5,13,-4,$724K,13.90%,29.60%,19,5.60%,-9.50%,8/31/2014,All Residential,"Portland, OR - Hillside"
0.98980587,-2.90%,2.50%,31,0.00%,19.20%,16,60.00%,-30.40%,17,0,-17,$375K,0.00%,7.30%,37,19.40%,19.40%,6/30/2012,All Residential,"Portland, OR - Beaumont-Wilshire"
0.911010545,-3.90%,-3.00%,9,-18.20%,12.50%,15,7.10%,-42.30%,194,39,92,"$1,260K",0.80%,10.80%,6,0.00%,-45.50%,2/28/2015,All Residential,"Portland, OR - Dunthorpe"
1.010919299,-0.60%,1.00%,58,-1.70%,-1.70%,40,-2.40%,166.70%,6,0,-7,$465K,-4.70%,24.00%,70,-17.60%,59.10%,9/30/2016,All Residential,"Portland, OR - Ashcreek"
0.958103548,0.30%,-3.20%,14,7.70%,133.30%,15,-11.80%,15.40%,69,17,-38,"$1,258K",-3.30%,5.00%,14,27.30%,55.60%,2/28/2017,All Residential,"Portland, OR - Dunthorpe"
1.001783921,1.20%,0.70%,49,25.60%,28.90%,30,3.40%,-14.30%,24.5,-29.5,-56,$206K,-4.20%,16.10%,43,-6.50%,-8.50%,4/30/2014,All Residential,"Portland, OR - Brentwood"
0.953118376,-1.10%,-1.90%,33,-5.70%,10.00%,28,-15.20%,-22.20%,54.5,9,-33.5,$175K,6.10%,19.90%,22,-42.10%,-24.10%,11/30/2012,All Residential,"Portland, OR - Southgate"
1.012842438,2.50%,-4.50%,18,20.00%,63.60%,11,57.10%,37.50%,53,4.5,45,$515K,0.00%,-0.50%,26,73.30%,44.40%,4/30/2018,All Residential,"Portland, OR - Boise"
1.019087388,-0.60%,-0.80%,216,-1.80%,-0.50%,98,-8.40%,32.40%,10,2,2,$403K,0.80%,16.20%,228,-9.90%,-1.70%,10/31/2016,All Residential,"Portland, OR - Central Northeast Portland"
0.998960271,-0.70%,4.10%,14,7.70%,16.70%,6,50.00%,-60.00%,7,-5,-64,$375K,-2.60%,28.20%,15,0.00%,-6.30%,5/31/2012,All Residential,"Portland, OR - Buckman"
1.02343989,-2.00%,2.20%,68,-12.80%,-34.00%,44,-30.20%,83.30%,18,9,4,$263K,-5.80%,13.60%,86,-13.10%,6.20%,11/30/2016,All Residential,"Portland, OR - Lents"
1.011743449,-0.60%,-1.70%,44,-10.20%,-12.00%,22,4.80%,175.00%,10,-3,0.5,$405K,0.00%,5.20%,40,-14.90%,5.30%,11/30/2016,All Residential,"Portland, OR - Woodstock"
1.014937428,0.10%,0.80%,19,26.70%,-29.60%,6,-14.30%,-25.00%,7,-14,0.5,$500K,0.00%,31.50%,28,40.00%,0.00%,4/30/2015,All Residential,"Portland, OR - Sunnyside"
0.999084961,-0.30%,-1.40%,32,-17.90%,28.00%,14,7.70%,55.60%,12,-3,-2,$329K,-1.70%,4.50%,27,-18.20%,50.00%,8/31/2013,All Residential,"Portland, OR - King"
0.992783739,-0.20%,-0.10%,3426,2.10%,-2.10%,8210,8.00%,5.40%,20,0,-3,$289K,2.10%,7.00%,3787,-3.60%,5.30%,7/31/2014,All Residential,"Portland, OR metro area"
1.015925156,1.00%,1.70%,47,27.00%,62.10%,28,-6.70%,-9.70%,10,0,-12,$322K,-1.20%,15.20%,54,10.20%,38.50%,6/30/2012,All Residential,"Portland, OR - Concordia"
0.989788271,0.10%,-6.60%,15,7.10%,25.00%,13,0.00%,62.50%,25,-30,8,$495K,-20.70%,19.40%,19,11.80%,5.60%,4/30/2018,All Residential,"Portland, OR - Buckman"
0.977222958,0.30%,1.40%,28,-20.00%,33.30%,29,16.00%,-21.60%,40,-14.5,-76.5,$337K,-6.40%,-0.90%,27,0.00%,80.00%,1/31/2013,All Residential,"Portland, OR - Hillsdale"
0.996348598,-0.30%,1.60%,13,-23.50%,8.30%,15,-6.30%,-11.80%,32,17.5,-103,$288K,13.90%,-7.80%,18,-14.30%,80.00%,6/30/2016,All Residential,"Portland, OR - Hayden Island"
1.005437655,0.10%,0.00%,554,-6.90%,3.40%,225,-11.10%,21.60%,30,4,2,$272K,0.70%,11.50%,397,8.50%,-2.20%,2/28/2017,All Residential,"Portland, OR - East Portland"
1.012240782,1.70%,3.70%,11,37.50%,22.20%,11,10.00%,0.00%,65,0,-78,$142K,-2.60%,-10.80%,8,60.00%,60.00%,8/31/2012,All Residential,"Portland, OR - Glenfair"
1.003630741,2.20%,10.40%,8,14.30%,100.00%,16,-11.10%,-42.90%,108,38,-3,"$1,243K",3.50%,5.30%,6,-40.00%,-62.50%,11/30/2014,All Residential,"Portland, OR - Dunthorpe"
1.003559374,-0.60%,2.20%,35,-10.30%,45.80%,32,39.10%,-3.00%,32.5,-7.5,-25.5,$185K,-10.60%,-17.70%,35,6.10%,34.60%,9/30/2012,All Residential,"Portland, OR - Kenton"
0.986304784,-0.10%,1.30%,137,-4.90%,22.30%,55,-1.80%,-17.90%,23.5,-3,-25.5,$357K,1.30%,11.60%,79,-25.50%,-4.80%,12/31/2012,All Residential,"Portland, OR - Hawthorne District"
0.966299906,-1.00%,-1.90%,24,14.30%,-14.30%,23,-11.50%,-14.80%,28.5,-25.5,-69,$246K,4.50%,-5.60%,29,-17.10%,0.00%,8/31/2013,All Residential,"Portland, OR - Goose Hollow"
0.988157907,-0.70%,0.10%,19,-5.00%,-9.50%,7,-30.00%,-41.70%,46,13,31.5,$520K,1.00%,34.00%,10,-9.10%,-41.20%,1/31/2016,All Residential,"Portland, OR - Hayhurst"
