bearing,delay,event_timestamp,lastLocID,lastStopSeq,nextLocID,nextStopSeq,tripID,vehicle_id,vehicle_location_latitude,vehicle_location_longitude
288,-87,2017-01-31 07:42:58,8372,3,8373,4,7127667,325,45.533139,-122.62203400000001
354,-109,2017-01-31 07:43:21,13136,5,13137,6,7129576,104,45.495504,-122.566093
180,-320,2017-01-31 07:43:21,8347,16,13124,17,7129360,120,45.514049,-122.564499
120,-155,2017-01-31 07:43:23,9826,13,9824,14,7127290,247,45.492985,-122.81588899999998
266,-123,2017-01-31 07:43:37,9820,29,10117,30,7127666,106,45.517959000000005,-122.693079
252,-185,2017-01-31 07:44:00,9840,42,9837,43,7127911,107,45.527623999999996,-122.94346200000001
0,-186,2017-01-31 07:44:07,11512,12,11513,13,7128219,523,45.570614,-122.682123
115,-19,2017-01-31 07:44:09,8356,45,8357,46,7127547,221,45.503275,-122.429974
19,-65,2017-01-31 07:44:37,7774,3,13123,4,7129362,231,45.515808,-122.68040400000001
246,-41,2017-01-31 07:44:42,13727,8,13728,9,7130120,301,45.502728000000005,-122.67159299999999
357,-378,2017-01-31 07:44:48,8338,26,8339,27,7127287,417,45.524104,-122.671347
72,7,2017-01-31 07:44:54,9841,4,9838,5,7127548,315,45.526925,-122.946215
2,-90,2017-01-31 07:45:02,13137,6,13138,7,7129576,321,45.503082,-122.56661899999999
182,-336,2017-01-31 07:45:07,13124,17,13125,18,7129360,120,45.503096,-122.56671100000001
200,-67,2017-01-31 07:45:08,7608,5,7618,6,7129575,414,45.511309000000004,-122.68162
345,-77,2017-01-31 07:45:10,8369,12,8370,13,7127668,202,45.530421000000004,-122.563448
85,-128,2017-01-31 07:45:49,9824,14,9821,15,7127290,320,45.490843,-122.802774
269,-18,2017-01-31 07:45:50,8373,4,8374,5,7127667,222,45.53011,-122.65426699999999
234,-176,2017-01-31 07:45:58,9837,43,9842,44,7127911,223,45.523596000000005,-122.95826699999999
0,-148,2017-01-31 07:46:00,11513,13,11514,14,7128219,523,45.577797,-122.68206599999999
98,9,2017-01-31 07:46:05,8357,46,8359,47,7127547,313,45.501996999999996,-122.41965
12,-76,2017-01-31 07:46:23,13123,4,7777,5,7129362,241,45.518357,-122.679019
268,-77,2017-01-31 07:46:32,9624,20,9818,21,7127665,209,45.492264,-122.79572900000001
173,-301,2017-01-31 07:46:32,13125,18,13126,19,7129360,203,45.495469,-122.566195
74,5,2017-01-31 07:46:56,9838,5,9839,6,7127548,230,45.529903999999995,-122.930875
0,-157,2017-01-31 07:47:09,13138,7,13139,8,7129576,104,45.51475,-122.564373
272,9,2017-01-31 07:47:21,13728,9,13729,10,7130120,301,45.507971000000005,-122.680869
269,-27,2017-01-31 07:47:29,8374,5,8375,6,7127667,325,45.530113,-122.65838400000001
295,-113,2017-01-31 07:47:29,8370,13,8371,14,7127668,215,45.532475,-122.575492
256,-153,2017-01-31 07:47:33,10117,30,10121,31,7127666,306,45.511089,-122.713078
184,-292,2017-01-31 07:47:53,13126,19,13127,20,7129360,203,45.490903,-122.566349
190,3,2017-01-31 07:47:57,11498,1,11499,2,7128427,303,45.595919,-122.685721
296,46,2017-01-31 07:48:09,13729,10,10293,11,7130120,246,45.508365000000005,-122.68341299999999
318,-176,2017-01-31 07:48:28,11514,14,11515,15,7128219,523,45.584140000000005,-122.68648999999999
270,-6,2017-01-31 07:48:37,8375,6,8376,7,7127667,325,45.530108,-122.662549
20,-101,2017-01-31 07:48:47,7777,5,7787,6,7129362,231,45.521654999999996,-122.677259
250,-58,2017-01-31 07:48:47,9818,21,9823,22,7127665,242,45.490556,-122.80681299999999
89,12,2017-01-31 07:48:51,9839,6,9835,7,7127548,230,45.530243,-122.91601200000001
270,-170,2017-01-31 07:48:59,9842,44,9844,45,7127911,223,45.521296,-122.977103
90,-413,2017-01-31 07:49:12,8339,27,8340,28,7127287,404,45.530087,-122.66551499999998
233,-109,2017-01-31 07:49:15,8371,14,8372,15,7127668,202,45.532039000000005,-122.596571
187,-262,2017-01-31 07:49:23,13127,20,13128,21,7129360,120,45.480197,-122.566897
359,-75,2017-01-31 07:49:48,7787,6,9299,7,7129362,231,45.523724,-122.676474
90,-413,2017-01-31 07:49:51,8340,28,8341,29,7127287,417,45.530079,-122.66361299999998
300,-56,2017-01-31 07:49:57,9823,22,9825,23,7127665,209,45.49255,-122.81471200000001
270,-35,2017-01-31 07:50:07,8376,7,8377,8,7127667,222,45.530203,-122.665621
13,-169,2017-01-31 07:50:20,13139,8,12931,9,7129576,321,45.529011,-122.563624
203,-236,2017-01-31 07:50:29,7618,6,7606,7,7129575,414,45.508837,-122.68307
270,-149,2017-01-31 07:50:29,9844,45,9845,46,7127911,223,45.521359000000004,-122.98380800000001
10,-181,2017-01-31 07:50:32,11515,15,11516,16,7128219,523,45.596388,-122.68553600000001
7,-166,2017-01-31 07:50:41,12931,9,8370,10,7129576,104,45.529740999999994,-122.563423
120,-16,2017-01-31 07:50:48,11499,2,11500,3,7128427,303,45.583766,-122.68575
296,-43,2017-01-31 07:51:07,8372,15,8373,16,7127668,202,45.531965,-122.61723899999998
90,-400,2017-01-31 07:51:16,8341,29,8342,30,7127287,404,45.53007,-122.658897
301,-146,2017-01-31 07:51:20,9821,15,9969,16,7127290,247,45.509065,-122.781177
196,-263,2017-01-31 07:51:24,13128,21,13129,22,7129360,203,45.467663,-122.566769
114,-35,2017-01-31 07:51:39,9835,7,9834,8,7127548,315,45.523194000000004,-122.88893200000001
11,-66,2017-01-31 07:51:42,9299,7,7763,8,7129362,241,45.526631,-122.67657700000001
22,-59,2017-01-31 07:52:01,10293,1,7774,2,7128220,301,45.511747,-122.68258600000001
351,-184,2017-01-31 07:52:18,11516,16,11498,17,7128219,523,45.604058,-122.686159
307,-57,2017-01-31 07:52:30,9825,23,9819,24,7127665,242,45.499196000000005,-122.83067700000001
271,-147,2017-01-31 07:52:32,9845,46,9848,47,7127911,107,45.521427,-122.990582
180,0,2017-01-31 07:53:02,11500,3,11501,4,7128427,122,45.576446000000004,-122.682134
89,-423,2017-01-31 07:53:10,8342,30,8343,31,7127287,404,45.53005,-122.65468700000001
306,-54,2017-01-31 07:53:17,9819,24,9827,25,7127665,242,45.502307,-122.836712
296,-176,2017-01-31 07:53:22,10121,31,9624,32,7127666,106,45.50783,-122.774831
167,-211,2017-01-31 07:53:32,13129,22,13130,23,7129360,120,45.453159,-122.57361200000001
178,-31,2017-01-31 07:53:33,8377,8,8378,9,7127667,222,45.524289,-122.671425
168,-39,2017-01-31 07:53:35,10579,1,10577,2,7126798,240,45.577407,-122.56726
19,-75,2017-01-31 07:53:46,7774,2,13123,3,7128220,246,45.515769,-122.680423
115,-9,2017-01-31 07:54:10,9834,8,9831,9,7127548,315,45.51723,-122.870278
175,-62,2017-01-31 07:54:34,8370,10,8347,1,7127288,104,45.529971,-122.56349099999998
20,-33,2017-01-31 07:54:35,13140,1,10293,2,7129361,413,45.509963,-122.683544
179,-34,2017-01-31 07:54:36,8378,9,8379,10,7127667,325,45.522787,-122.67134899999999
268,-30,2017-01-31 07:54:56,8373,16,8374,17,7127668,215,45.530028,-122.64910800000001
180,3,2017-01-31 07:54:57,11501,4,11502,5,7128427,122,45.569181,-122.682194
306,-42,2017-01-31 07:55:06,9827,25,9829,26,7127665,242,45.508686,-122.84885200000001
166,-209,2017-01-31 07:55:18,13130,23,13132,24,7129360,203,45.437288,-122.568285
118,-24,2017-01-31 07:55:26,10577,2,10575,3,7126798,240,45.572336,-122.558305
21,-56,2017-01-31 07:55:27,13123,3,7777,4,7128220,301,45.518961,-122.678715
125,35,2017-01-31 07:55:37,9831,9,9830,10,7127548,315,45.510852,-122.85331200000002
107,-414,2017-01-31 07:55:48,8343,31,8344,32,7127287,417,45.53436,-122.627723
22,-58,2017-01-31 07:56:00,10293,2,7774,3,7129361,413,45.511727,-122.682598
272,3,2017-01-31 07:56:04,8374,17,8375,18,7127668,215,45.530101,-122.657182
195,-74,2017-01-31 07:56:16,8379,10,8380,11,7127667,325,45.519432,-122.67269499999999
87,-144,2017-01-31 07:56:23,9969,16,10120,17,7127290,320,45.510432,-122.72342900000001
180,17,2017-01-31 07:56:44,11502,5,11503,6,7128427,122,45.562132,-122.682271
90,-112,2017-01-31 07:57:24,8347,1,8348,2,7127288,321,45.522619,-122.55733700000002
90,-61,2017-01-31 07:57:33,7763,8,8340,9,7129362,231,45.530087,-122.66557900000001
297,-37,2017-01-31 07:57:52,9829,26,9832,27,7127665,242,45.516701,-122.868439
20,-84,2017-01-31 07:58:00,7777,4,7787,5,7128220,246,45.522465999999994,-122.67676399999999
221,-25,2017-01-31 07:58:00,10575,3,10573,4,7126798,312,45.559252,-122.565431
270,-24,2017-01-31 07:58:20,8375,18,8376,19,7127668,202,45.530107,-122.66230300000001
17,8,2017-01-31 07:58:22,13720,1,13721,2,7130121,205,45.441928999999995,-122.639555
290,-145,2017-01-31 07:58:27,8380,11,8381,12,7127667,222,45.518358,-122.676004
20,-116,2017-01-31 07:58:28,7774,3,13123,4,7129361,414,45.515667,-122.680475
174,26,2017-01-31 07:58:34,11503,6,11504,7,7128427,122,45.554965,-122.68233400000001
90,-80,2017-01-31 07:58:36,8340,9,8341,10,7129362,231,45.530077,-122.662701
270,-35,2017-01-31 07:58:46,8376,19,8377,20,7127668,202,45.53011,-122.663045
82,-493,2017-01-31 07:59:17,8344,32,8345,33,7127287,417,45.527596,-122.60682299999999
54,-157,2017-01-31 07:59:18,10120,17,10118,18,7127290,320,45.514327,-122.70392199999999
358,-101,2017-01-31 07:59:43,7787,5,9299,6,7128220,246,45.524308000000005,-122.67648999999999
203,0,2017-01-31 07:59:45,11498,17,11498,1,7128428,523,45.605312,-122.68571899999999
268,-271,2017-01-31 07:59:46,9624,32,9818,33,7127666,106,45.492264,-122.79572900000001
7,19,2017-01-31 07:59:47,13721,2,13722,3,7130121,205,45.451171,-122.636039
180,59,2017-01-31 07:59:49,11504,7,11505,8,7128427,303,45.549818,-122.681025
355,-76,2017-01-31 07:59:49,9299,6,7763,7,7128220,246,45.525156,-122.676529
194,45,2017-01-31 07:59:50,10573,4,11615,5,7126798,312,45.54326,-122.561613
86,-70,2017-01-31 07:59:50,8341,10,8342,11,7129362,231,45.530074,-122.65868
20,-81,2017-01-31 07:59:52,13123,4,7777,5,7129361,414,45.519061,-122.67866000000001
290,-140,2017-01-31 07:59:53,8381,12,8382,13,7127667,222,45.518909,-122.67806000000002
52,-496,2017-01-31 07:59:56,8345,33,8346,34,7127287,417,45.529694,-122.60098500000001
90,-55,2017-01-31 07:59:57,8348,2,8349,3,7127288,321,45.522478,-122.53678300000001
350,0,2017-01-31 07:59:58,13132,24,13132,1,7129578,203,45.43577,-122.567825
